,Unnamed: 0.1,Unnamed: 0,Respondent_ID,Gender,Age,Current_brands,Marketing_channels,Consume_frequency
7311,7311,7311,124678,Male,19-30,Cola-Coka,Outdoor billboards,Rarely
7312,7312,7312,124679,Female,15-18,Sky 9,Outdoor billboards,Rarely
7313,7313,7313,124680,Male,31-45,Cola-Coka,Outdoor billboards,2-3 times a week
7314,7314,7314,124682,Male,31-45,Gangster,TV commercials,2-3 times a week
7315,7315,7315,124683,Female,19-30,Sky 9,Online ads,Daily
7316,7316,7316,124684,Male,19-30,Cola-Coka,Online ads,2-3 times a week
7317,7317,7317,124685,Male,31-45,Sky 9,TV commercials,Rarely
7318,7318,7318,124689,Female,19-30,Sky 9,TV commercials,2-3 times a week
7319,7319,7319,124690,Male,15-18,Gangster,Online ads,2-3 times a week
7320,7320,7320,124691,Male,19-30,Cola-Coka,TV commercials,Once a week
7321,7321,7321,124692,Female,19-30,Cola-Coka,Online ads,2-3 times a week
7322,7322,7322,124694,Female,19-30,Cola-Coka,TV commercials,2-3 times a week
7323,7323,7323,124696,Non-binary,19-30,Sky 9,Other,2-3 times a month
7324,7324,7324,124697,Male,46-65,Blue Bull,Online ads,2-3 times a month
7325,7325,7325,124699,Female,19-30,Sky 9,Online ads,2-3 times a week
7326,7326,7326,124700,Male,15-18,Blue Bull,Online ads,Once a week
7327,7327,7327,124701,Female,46-65,Gangster,Print media,2-3 times a week
7328,7328,7328,124703,Male,46-65,Bepsi,Other,Once a week
7329,7329,7329,124704,Female,19-30,Cola-Coka,Online ads,Rarely
7330,7330,7330,124705,Male,19-30,Bepsi,TV commercials,Rarely
7331,7331,7331,124709,Female,15-18,Cola-Coka,TV commercials,Once a week
7332,7332,7332,124710,Male,31-45,Cola-Coka,Outdoor billboards,Daily
7333,7333,7333,124711,Female,31-45,Bepsi,Print media,Rarely
7334,7334,7334,124712,Male,19-30,Sky 9,Outdoor billboards,Daily
7335,7335,7335,124716,Male,19-30,Bepsi,TV commercials,2-3 times a month
7336,7336,7336,124717,Female,19-30,Cola-Coka,Online ads,2-3 times a week
7337,7337,7337,124718,Male,31-45,Bepsi,TV commercials,2-3 times a week
7338,7338,7338,124719,Male,19-30,Bepsi,TV commercials,Rarely
7339,7339,7339,124721,Male,19-30,Others,Outdoor billboards,2-3 times a week
7340,7340,7340,124722,Male,19-30,Sky 9,Online ads,2-3 times a week
7341,7341,7341,124726,Female,15-18,Bepsi,Online ads,Rarely
7342,7342,7342,124731,Male,19-30,Cola-Coka,Online ads,Rarely
7343,7343,7343,124732,Male,31-45,Gangster,TV commercials,2-3 times a month
7344,7344,7344,124736,Female,65+,Gangster,Online ads,Rarely
7345,7345,7345,124742,Male,19-30,Cola-Coka,Print media,2-3 times a month
7346,7346,7346,124746,Non-binary,65+,CodeX,TV commercials,2-3 times a week
7347,7347,7347,124749,Male,19-30,Cola-Coka,Online ads,Rarely
7348,7348,7348,124755,Female,31-45,Sky 9,Print media,2-3 times a week
7349,7349,7349,124756,Female,19-30,Bepsi,Online ads,2-3 times a week
7350,7350,7350,124758,Female,19-30,Gangster,Online ads,2-3 times a week
7351,7351,7351,124763,Female,31-45,Gangster,TV commercials,Daily
7352,7352,7352,124764,Male,31-45,Others,Online ads,Daily
7353,7353,7353,124765,Male,19-30,Gangster,Outdoor billboards,2-3 times a week
7354,7354,7354,124766,Non-binary,31-45,Cola-Coka,Outdoor billboards,2-3 times a week
7355,7355,7355,124767,Male,19-30,Gangster,Online ads,2-3 times a month
7356,7356,7356,124770,Male,31-45,Others,Outdoor billboards,Rarely
7357,7357,7357,124771,Female,31-45,Gangster,TV commercials,2-3 times a week
7358,7358,7358,124773,Male,15-18,CodeX,Online ads,2-3 times a week
7359,7359,7359,124774,Male,15-18,Others,TV commercials,Once a week
7360,7360,7360,124776,Male,15-18,Blue Bull,Online ads,Daily
7361,7361,7361,124779,Female,19-30,Gangster,TV commercials,Once a week
7362,7362,7362,124782,Male,31-45,Gangster,Other,Rarely
7363,7363,7363,124783,Female,31-45,Blue Bull,Other,2-3 times a week
7364,7364,7364,124784,Female,15-18,Blue Bull,TV commercials,2-3 times a week
7365,7365,7365,124786,Female,19-30,Bepsi,TV commercials,Rarely
7366,7366,7366,124787,Female,19-30,Cola-Coka,Online ads,Daily
7367,7367,7367,124789,Male,19-30,Gangster,Outdoor billboards,2-3 times a week
7368,7368,7368,124792,Female,15-18,Gangster,Online ads,2-3 times a month
7369,7369,7369,124794,Male,19-30,Cola-Coka,Online ads,Daily
7370,7370,7370,124795,Female,19-30,Cola-Coka,TV commercials,2-3 times a month
7371,7371,7371,124796,Non-binary,19-30,Blue Bull,TV commercials,2-3 times a month
7372,7372,7372,124798,Female,46-65,Cola-Coka,Other,2-3 times a week
7373,7373,7373,124801,Male,31-45,Cola-Coka,Other,2-3 times a week
7374,7374,7374,124803,Female,19-30,Blue Bull,TV commercials,Once a week
7375,7375,7375,124807,Male,15-18,Sky 9,TV commercials,2-3 times a week
7376,7376,7376,124814,Male,19-30,Bepsi,Other,2-3 times a week
7377,7377,7377,124816,Female,19-30,Blue Bull,Online ads,2-3 times a week
7378,7378,7378,124818,Male,19-30,Others,Online ads,Daily
7379,7379,7379,124819,Male,19-30,Blue Bull,Other,Once a week
7380,7380,7380,124820,Male,31-45,Cola-Coka,Outdoor billboards,Rarely
7381,7381,7381,124821,Male,31-45,Gangster,Other,2-3 times a week
7382,7382,7382,124825,Female,31-45,Others,TV commercials,Once a week
7383,7383,7383,124826,Male,19-30,Bepsi,Online ads,Rarely
7384,7384,7384,124827,Female,19-30,Cola-Coka,Online ads,Rarely
7385,7385,7385,124830,Male,15-18,Blue Bull,Outdoor billboards,2-3 times a week
7386,7386,7386,124832,Male,19-30,CodeX,Other,2-3 times a week
7387,7387,7387,124833,Female,65+,CodeX,Online ads,2-3 times a month
7388,7388,7388,124835,Male,65+,Blue Bull,Other,2-3 times a week
7389,7389,7389,124836,Male,19-30,Gangster,Online ads,Once a week
7390,7390,7390,124837,Male,19-30,Bepsi,TV commercials,2-3 times a week
7391,7391,7391,124840,Female,19-30,Gangster,Online ads,2-3 times a month
7392,7392,7392,124845,Male,31-45,Bepsi,TV commercials,Once a week
7393,7393,7393,124847,Female,19-30,Cola-Coka,Online ads,2-3 times a week
7394,7394,7394,124848,Female,19-30,CodeX,TV commercials,2-3 times a week
7395,7395,7395,124851,Male,19-30,Sky 9,TV commercials,Once a week
7396,7396,7396,124852,Male,15-18,Bepsi,Online ads,Once a week
7397,7397,7397,124856,Non-binary,19-30,CodeX,Outdoor billboards,Once a week
7398,7398,7398,124859,Male,15-18,Bepsi,TV commercials,Daily
7399,7399,7399,124861,Female,15-18,Gangster,Online ads,2-3 times a week
7400,7400,7400,124865,Male,31-45,Bepsi,TV commercials,Daily
7401,7401,7401,124867,Male,19-30,Gangster,TV commercials,Daily
7402,7402,7402,124868,Female,19-30,Cola-Coka,Online ads,2-3 times a month
7403,7403,7403,124870,Male,15-18,Sky 9,TV commercials,Rarely
7404,7404,7404,124871,Male,15-18,Gangster,Online ads,Rarely
7405,7405,7405,124875,Male,19-30,Cola-Coka,Online ads,Once a week
7406,7406,7406,124876,Female,31-45,Blue Bull,Other,Rarely
7407,7407,7407,124877,Female,19-30,Gangster,Online ads,Daily
7408,7408,7408,124878,Female,15-18,Gangster,Online ads,2-3 times a week
7409,7409,7409,124881,Male,19-30,Cola-Coka,Print media,Rarely
7410,7410,7410,124883,Male,31-45,Bepsi,Print media,Once a week
7411,7411,7411,124886,Female,15-18,CodeX,TV commercials,2-3 times a week
7412,7412,7412,124890,Male,19-30,Sky 9,Print media,2-3 times a week
7413,7413,7413,124892,Male,31-45,Gangster,Other,Daily
7414,7414,7414,124893,Female,46-65,Sky 9,Print media,2-3 times a week
7415,7415,7415,124895,Female,15-18,Bepsi,Online ads,2-3 times a week
7416,7416,7416,124896,Female,19-30,Bepsi,Online ads,2-3 times a week
7417,7417,7417,124897,Male,46-65,Others,Online ads,Rarely
7418,7418,7418,124898,Male,19-30,Gangster,Online ads,Rarely
7419,7419,7419,124901,Male,15-18,Gangster,Online ads,2-3 times a week
7420,7420,7420,124902,Female,19-30,Gangster,Online ads,Rarely
7421,7421,7421,124903,Male,31-45,Gangster,TV commercials,2-3 times a week
7422,7422,7422,124905,Male,19-30,Sky 9,Online ads,Daily
7423,7423,7423,124906,Male,19-30,Cola-Coka,Online ads,2-3 times a week
7424,7424,7424,124907,Male,31-45,Bepsi,TV commercials,2-3 times a month
7425,7425,7425,124909,Female,15-18,Blue Bull,Online ads,2-3 times a month
7426,7426,7426,124911,Male,15-18,Bepsi,Outdoor billboards,2-3 times a week
7427,7427,7427,124913,Male,19-30,Gangster,Outdoor billboards,2-3 times a week
7428,7428,7428,124915,Non-binary,19-30,Bepsi,TV commercials,Rarely
7429,7429,7429,124916,Male,46-65,CodeX,Outdoor billboards,Daily
7430,7430,7430,124917,Female,31-45,Blue Bull,Other,Once a week
7431,7431,7431,124921,Male,15-18,Gangster,Online ads,2-3 times a month
7432,7432,7432,124922,Male,31-45,Cola-Coka,Outdoor billboards,Daily
7433,7433,7433,124928,Male,15-18,Bepsi,Online ads,2-3 times a week
7434,7434,7434,124934,Male,19-30,Cola-Coka,Online ads,2-3 times a week
7435,7435,7435,124935,Male,19-30,Cola-Coka,Online ads,Rarely
7436,7436,7436,124936,Male,19-30,Sky 9,Online ads,2-3 times a week
7437,7437,7437,124938,Male,19-30,Cola-Coka,Online ads,2-3 times a month
7438,7438,7438,124945,Female,31-45,Cola-Coka,TV commercials,Daily
7439,7439,7439,124946,Male,46-65,Cola-Coka,Print media,Once a week
7440,7440,7440,124947,Male,19-30,Cola-Coka,Other,2-3 times a month
7441,7441,7441,124948,Female,19-30,CodeX,Online ads,2-3 times a week
7442,7442,7442,124949,Female,19-30,Cola-Coka,Online ads,2-3 times a week
7443,7443,7443,124951,Male,15-18,Others,Online ads,2-3 times a week
7444,7444,7444,124954,Male,19-30,Cola-Coka,Online ads,2-3 times a week
7445,7445,7445,124955,Female,15-18,Gangster,Other,2-3 times a month
7446,7446,7446,124959,Male,31-45,Sky 9,Other,Daily
7447,7447,7447,124960,Male,15-18,Cola-Coka,Outdoor billboards,2-3 times a week
7448,7448,7448,124962,Male,46-65,Bepsi,TV commercials,2-3 times a week
7449,7449,7449,124963,Male,19-30,Bepsi,Outdoor billboards,2-3 times a week
7450,7450,7450,124964,Male,65+,CodeX,Outdoor billboards,2-3 times a week
7451,7451,7451,124966,Male,19-30,Bepsi,Online ads,Rarely
7452,7452,7452,124968,Male,19-30,Cola-Coka,Online ads,2-3 times a week
7453,7453,7453,124971,Male,15-18,Gangster,Online ads,Once a week
7454,7454,7454,124972,Male,19-30,Others,TV commercials,2-3 times a week
7455,7455,7455,124973,Female,19-30,Bepsi,TV commercials,Daily
7456,7456,7456,124974,Male,15-18,Blue Bull,TV commercials,2-3 times a month
7457,7457,7457,124975,Female,19-30,Sky 9,Online ads,2-3 times a week
7458,7458,7458,124977,Male,65+,Bepsi,Outdoor billboards,Rarely
7459,7459,7459,124980,Male,31-45,Blue Bull,Online ads,2-3 times a week
7460,7460,7460,124981,Female,15-18,Blue Bull,Online ads,2-3 times a week
7461,7461,7461,124983,Non-binary,15-18,Sky 9,Outdoor billboards,Daily
7462,7462,7462,124984,Female,31-45,Sky 9,Print media,2-3 times a week
7463,7463,7463,124987,Male,19-30,Gangster,Outdoor billboards,2-3 times a week
7464,7464,7464,124990,Non-binary,31-45,Blue Bull,TV commercials,2-3 times a week
7465,7465,7465,124991,Male,15-18,Blue Bull,Online ads,2-3 times a month
7466,7466,7466,124992,Female,19-30,Gangster,Online ads,Rarely
7467,7467,7467,124995,Male,19-30,Gangster,TV commercials,2-3 times a week
7468,7468,7468,124996,Male,19-30,Cola-Coka,Print media,Once a week
7469,7469,7469,124999,Male,31-45,Sky 9,TV commercials,2-3 times a week
7470,7470,7470,125000,Male,31-45,Sky 9,Print media,Once a week
7471,7471,7471,125003,Non-binary,31-45,Bepsi,Online ads,Once a week
7472,7472,7472,125004,Male,19-30,Sky 9,TV commercials,Once a week
7473,7473,7473,125007,Female,31-45,Gangster,Other,2-3 times a week
7474,7474,7474,125009,Male,31-45,Cola-Coka,TV commercials,Once a week
7475,7475,7475,125011,Male,65+,Gangster,Other,Daily
7476,7476,7476,125014,Female,19-30,Cola-Coka,TV commercials,Once a week
7477,7477,7477,125021,Male,31-45,Cola-Coka,Online ads,Rarely
7478,7478,7478,125022,Male,15-18,CodeX,Outdoor billboards,2-3 times a week
7479,7479,7479,125024,Female,31-45,Bepsi,Other,Rarely
7480,7480,7480,125028,Female,65+,Sky 9,TV commercials,Daily
7481,7481,7481,125030,Male,19-30,Gangster,TV commercials,Once a week
7482,7482,7482,125032,Female,31-45,Bepsi,TV commercials,Daily
7483,7483,7483,125034,Female,31-45,Cola-Coka,Outdoor billboards,2-3 times a month
7484,7484,7484,125035,Female,46-65,Bepsi,Online ads,Rarely
7485,7485,7485,125037,Male,15-18,Gangster,Online ads,2-3 times a week
7486,7486,7486,125038,Female,19-30,Sky 9,Online ads,2-3 times a week
7487,7487,7487,125044,Female,65+,Sky 9,Outdoor billboards,Once a week
7488,7488,7488,125047,Male,19-30,Sky 9,TV commercials,Daily
7489,7489,7489,125050,Male,19-30,Cola-Coka,Other,2-3 times a week
7490,7490,7490,125054,Male,31-45,CodeX,TV commercials,Daily
7491,7491,7491,125056,Non-binary,15-18,Bepsi,TV commercials,Daily
7492,7492,7492,125057,Male,31-45,Bepsi,Online ads,Daily
7493,7493,7493,125061,Female,19-30,Cola-Coka,Online ads,Daily
7494,7494,7494,125063,Female,19-30,Cola-Coka,Online ads,2-3 times a week
7495,7495,7495,125065,Male,19-30,Gangster,Other,2-3 times a week
7496,7496,7496,125068,Female,31-45,Blue Bull,Other,Daily
7497,7497,7497,125069,Female,19-30,Others,Outdoor billboards,2-3 times a week
7498,7498,7498,125070,Male,31-45,Cola-Coka,TV commercials,Rarely
7499,7499,7499,125073,Female,19-30,Gangster,Other,Daily
7500,7500,7500,125075,Non-binary,31-45,Others,Online ads,2-3 times a week
7501,7501,7501,125076,Male,31-45,Bepsi,Outdoor billboards,2-3 times a week
7502,7502,7502,125078,Male,31-45,Others,TV commercials,Rarely
7503,7503,7503,125079,Female,19-30,Bepsi,Online ads,2-3 times a week
7504,7504,7504,125080,Female,19-30,CodeX,Print media,2-3 times a week
7505,7505,7505,125082,Non-binary,19-30,Bepsi,Outdoor billboards,2-3 times a week
7506,7506,7506,125083,Male,19-30,Gangster,Online ads,Rarely
7507,7507,7507,125085,Male,65+,Blue Bull,TV commercials,2-3 times a week
7508,7508,7508,125086,Female,19-30,Bepsi,Online ads,Rarely
7509,7509,7509,125089,Male,15-18,Gangster,Online ads,2-3 times a month
7510,7510,7510,125090,Male,31-45,Bepsi,TV commercials,2-3 times a week
7511,7511,7511,125092,Female,19-30,Cola-Coka,Online ads,Once a week
7512,7512,7512,125093,Male,19-30,Blue Bull,TV commercials,Rarely
7513,7513,7513,125094,Female,19-30,Gangster,Online ads,Rarely
7514,7514,7514,125095,Male,46-65,Bepsi,Outdoor billboards,2-3 times a week
7515,7515,7515,125096,Male,65+,Sky 9,TV commercials,2-3 times a week
7516,7516,7516,125098,Male,31-45,Gangster,Other,Rarely
7517,7517,7517,125099,Male,19-30,Gangster,Online ads,Daily
7518,7518,7518,125105,Male,15-18,Gangster,TV commercials,2-3 times a month
7519,7519,7519,125107,Male,15-18,Gangster,Print media,2-3 times a week
7520,7520,7520,125111,Female,19-30,Blue Bull,Online ads,2-3 times a month
7521,7521,7521,125113,Male,19-30,Gangster,Online ads,Once a week
7522,7522,7522,125115,Male,19-30,Cola-Coka,Outdoor billboards,Once a week
7523,7523,7523,125116,Male,19-30,Bepsi,Outdoor billboards,Once a week
7524,7524,7524,125117,Male,19-30,Cola-Coka,TV commercials,2-3 times a week
7525,7525,7525,125118,Male,46-65,Gangster,Outdoor billboards,Daily
7526,7526,7526,125119,Male,19-30,Sky 9,Other,2-3 times a week
7527,7527,7527,125121,Female,19-30,CodeX,Online ads,Daily
7528,7528,7528,125123,Male,19-30,Cola-Coka,Other,Once a week
7529,7529,7529,125124,Female,19-30,Cola-Coka,TV commercials,Rarely
7530,7530,7530,125128,Female,31-45,Gangster,Other,Rarely
7531,7531,7531,125129,Female,31-45,Blue Bull,Online ads,2-3 times a week
7532,7532,7532,125132,Male,31-45,Bepsi,Outdoor billboards,2-3 times a week
7533,7533,7533,125134,Male,15-18,Gangster,Online ads,Daily
7534,7534,7534,125135,Female,31-45,Gangster,Other,Rarely
7535,7535,7535,125137,Non-binary,46-65,Cola-Coka,Online ads,2-3 times a week
7536,7536,7536,125138,Male,31-45,Bepsi,Outdoor billboards,2-3 times a week
7537,7537,7537,125139,Male,15-18,Bepsi,TV commercials,Rarely
7538,7538,7538,125141,Female,15-18,Cola-Coka,Online ads,2-3 times a week
7539,7539,7539,125142,Male,19-30,Blue Bull,Outdoor billboards,2-3 times a week
7540,7540,7540,125148,Male,19-30,Bepsi,Online ads,2-3 times a month
7541,7541,7541,125151,Male,19-30,Blue Bull,Online ads,2-3 times a week
7542,7542,7542,125152,Male,31-45,Sky 9,Outdoor billboards,2-3 times a week
7543,7543,7543,125154,Male,15-18,Bepsi,Online ads,2-3 times a month
7544,7544,7544,125157,Male,19-30,CodeX,Online ads,2-3 times a week
7545,7545,7545,125158,Male,19-30,CodeX,Other,Once a week
7546,7546,7546,125160,Male,31-45,Cola-Coka,Print media,Daily
7547,7547,7547,125164,Female,15-18,Blue Bull,TV commercials,Rarely
7548,7548,7548,125166,Male,19-30,Bepsi,Online ads,Once a week
7549,7549,7549,125167,Non-binary,19-30,Blue Bull,TV commercials,Daily
7550,7550,7550,125169,Female,31-45,Bepsi,Other,2-3 times a week
7551,7551,7551,125170,Male,19-30,Cola-Coka,Online ads,Once a week
7552,7552,7552,125171,Male,46-65,CodeX,Other,2-3 times a week
7553,7553,7553,125174,Male,31-45,Cola-Coka,Online ads,2-3 times a month
7554,7554,7554,125175,Female,19-30,Blue Bull,Online ads,Rarely
7555,7555,7555,125177,Male,19-30,Blue Bull,Other,2-3 times a week
7556,7556,7556,125180,Female,19-30,Others,Online ads,2-3 times a week
7557,7557,7557,125183,Male,19-30,Gangster,Online ads,2-3 times a month
7558,7558,7558,125186,Male,31-45,CodeX,TV commercials,2-3 times a week
7559,7559,7559,125188,Male,19-30,Cola-Coka,TV commercials,2-3 times a month
7560,7560,7560,125189,Female,19-30,Gangster,TV commercials,Rarely
7561,7561,7561,125191,Male,19-30,CodeX,TV commercials,Rarely
7562,7562,7562,125192,Male,15-18,Gangster,Online ads,2-3 times a month
7563,7563,7563,125193,Female,31-45,Gangster,Other,2-3 times a month
7564,7564,7564,125195,Male,19-30,Blue Bull,Online ads,Once a week
7565,7565,7565,125196,Female,19-30,Bepsi,Online ads,2-3 times a week
7566,7566,7566,125197,Female,15-18,Sky 9,Other,Daily
7567,7567,7567,125198,Female,46-65,Gangster,TV commercials,2-3 times a month
7568,7568,7568,125200,Male,46-65,Cola-Coka,Outdoor billboards,2-3 times a week
7569,7569,7569,125202,Female,19-30,Others,Online ads,2-3 times a week
7570,7570,7570,125207,Male,15-18,CodeX,Online ads,Daily
7571,7571,7571,125209,Female,19-30,Gangster,TV commercials,2-3 times a week
7572,7572,7572,125213,Male,19-30,CodeX,Online ads,2-3 times a week
7573,7573,7573,125214,Female,15-18,Gangster,Online ads,2-3 times a week
7574,7574,7574,125215,Male,19-30,Cola-Coka,TV commercials,Daily
7575,7575,7575,125216,Female,15-18,CodeX,TV commercials,2-3 times a week
7576,7576,7576,125217,Male,31-45,Bepsi,Outdoor billboards,2-3 times a week
7577,7577,7577,125220,Male,15-18,CodeX,Online ads,Rarely
7578,7578,7578,125221,Non-binary,31-45,Cola-Coka,TV commercials,2-3 times a week
7579,7579,7579,125224,Male,19-30,Cola-Coka,Online ads,Daily
7580,7580,7580,125225,Male,15-18,Sky 9,Online ads,Once a week
7581,7581,7581,125226,Female,19-30,Bepsi,Online ads,Daily
7582,7582,7582,125227,Male,19-30,Gangster,TV commercials,Rarely
7583,7583,7583,125230,Male,19-30,Bepsi,Print media,Daily
7584,7584,7584,125231,Female,19-30,Others,Online ads,Rarely
7585,7585,7585,125237,Male,19-30,Sky 9,Online ads,2-3 times a week
7586,7586,7586,125238,Male,15-18,Bepsi,Outdoor billboards,2-3 times a week
7587,7587,7587,125240,Male,65+,CodeX,TV commercials,Rarely
7588,7588,7588,125244,Male,19-30,Blue Bull,Other,2-3 times a week
7589,7589,7589,125245,Male,19-30,CodeX,Online ads,2-3 times a week
7590,7590,7590,125246,Female,19-30,Sky 9,Online ads,2-3 times a week
7591,7591,7591,125248,Non-binary,19-30,Blue Bull,Other,Once a week
7592,7592,7592,125249,Male,19-30,Gangster,Online ads,Daily
7593,7593,7593,125251,Female,19-30,CodeX,TV commercials,2-3 times a month
7594,7594,7594,125252,Female,19-30,Gangster,Online ads,2-3 times a month
7595,7595,7595,125253,Male,31-45,Blue Bull,TV commercials,Rarely
7596,7596,7596,125257,Male,19-30,Cola-Coka,TV commercials,2-3 times a week
7597,7597,7597,125258,Female,19-30,Cola-Coka,Online ads,2-3 times a week
7598,7598,7598,125259,Male,31-45,Others,TV commercials,2-3 times a month
7599,7599,7599,125260,Male,19-30,Bepsi,Online ads,Rarely
7600,7600,7600,125261,Male,46-65,Cola-Coka,TV commercials,Rarely
7601,7601,7601,125263,Male,19-30,Blue Bull,Outdoor billboards,Rarely
7602,7602,7602,125266,Female,19-30,Bepsi,Online ads,2-3 times a week
7603,7603,7603,125268,Male,19-30,Blue Bull,Online ads,Rarely
